Product ID,Active (0/1),Name *,Price tax excluded,Tax rules ID,Reference #,Manufacturer,Quantity,Summary,Description,Meta description,Image URLs,Category
29,1,Humidificador 9L  - Cornwall Electronics,"666999,000",1,HUMIDI168,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Description<br>ESPECIFICACIONES:<br>Voltaje: 220-240V ~ 50Hz<br>Potencia: 30W<br>Tanque de agua: 9 Litros<br>Máximo: 350 ml / h<br><br>El humidificador HUMI9 está hecho de plástico reciclable. Puede funcionar ininterrumpidamente durante 24 horas. Sus principales características son que produce una suave niebla refrescante, permite ahorrar energía, es silencioso, tiene apagado automático y una larga vida útil.<br><br>Por medio de la vibración de ondas ultrasónicas, el humidificador divide las gotas de agua en partículas de 1 a 5 µm. Después las partículas son difundidas por medio de un ventilador. Durante este proceso, se producen y difunden una gran cantidad de aniones. De este modo el HUMI9 humidifica y refresca el aire.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Description<br>ESPECIFICACIONES:<br>Voltaje: 220-240V ~ 50Hz<br>Potencia: 30W<br>Tanque de agua: 9 Litros<br>Máximo: 350 ml / h<br><br>El humidificador HUMI9 está hecho de plástico reciclable. Puede funcionar ininterrumpidamente durante 24 horas. Sus principales características son que produce una suave niebla refrescante, permite ahorrar energía, es silencioso, tiene apagado automático y una larga vida útil.<br><br>Por medio de la vibración de ondas ultrasónicas, el humidificador divide las gotas de agua en partículas de 1 a 5 µm. Después las partículas son difundidas por medio de un ventilador. Durante este proceso, se producen y difunden una gran cantidad de aniones. De este modo el HUMI9 humidifica y refresca el aire.<br></div>","DescriptionESPECIFICACIONES:Voltaje: 220-240V ~ 50HzPotencia: 30WTanque de agua: 9 LitrosM&aacute;ximo: 350 ml / hEl humidificador HUMI9 est&aacute; hecho de pl&aacute;stico reciclable. Puede funcionar ininterrumpidamente durante 24 horas. Sus principales caracter&iacute;sticas son que produce una suave niebla refrescante, permite ahorrar energ&iacute;a, es silencioso, tiene apagado autom&aacute;tico y una larga vida &uacute;til.Por medio de la vibraci&oacute;n de ondas ultras&oacute;nicas, el humidi...",http://siembratienda.com/1783-large_default/humidificador-9l-cornwall-electronics-4udscaja.jpg,Cornwall Electronics;Control de Clima;Temperatura y Humedad;
30,1,Controlador de Humedad Dual P&P  - Cornwall Electronics,"19328,000",1,CONTRO171,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Permite controlar un extractor en función del grado de humedad relativa seleccionado. Dispone de dos funciones, modo control humidificador y modo control deshumidificador, y cualquiera de los dos dispositivos puede ser conectado al controlador. Es digital y visualiza la lectura de la humedad de la estancia, pudiendo ejercer un control eficaz del humidificador/deshumidificador que esté conectado en ese momento.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Permite controlar un extractor en función del grado de humedad relativa seleccionado. Dispone de dos funciones, modo control humidificador y modo control deshumidificador, y cualquiera de los dos dispositivos puede ser conectado al controlador. Es digital y visualiza la lectura de la humedad de la estancia, pudiendo ejercer un control eficaz del humidificador/deshumidificador que esté conectado en ese momento.</div>","Permite controlar un extractor en función del grado de humedad relativa seleccionado. Dispone de dos funciones, modo control humidificador y modo control deshumidificador, y cualquiera de los dos dispositivos puede ser conectado al controlador. Es digital y visualiza la lectura de la humedad de la estancia, pudiendo ejercer un control eficaz del humidificador/deshumidificador que esté conectado en ese momento.",http://siembratienda.com/812-large_default/controlador-de-humedad-dual-pp-cornwall.jpg,Cornwall Electronics;Control de Clima;Temperatura y Humedad;
31,1,Extractor TT 150 Smart Dual (405-520m3/h)  - Cornwall Electronics,"59832,000",1,EXTRAC172,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Extractor TT 150 Smart Dual (405-520 m3/h) de Cornwall Electronics con botón de doble velocidad y cable de corriente incorporado. Está fabricado con plástico ABS muy resistente y de máxima calidad. Extractor ideal para extracción de aire.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Extractor TT 150 Smart Dual (405-520 m3/h) de Cornwall Electronics con botón de doble velocidad y cable de corriente incorporado. Está fabricado con plástico ABS muy resistente y de máxima calidad. Extractor ideal para extracción de aire.</div>",Extractor TT 150 Smart Dual (405-520 m3/h) de Cornwall Electronics con bot&oacute;n de doble velocidad y cable de corriente incorporado. Est&aacute; fabricado con pl&aacute;stico ABS muy resistente y de m&aacute;xima calidad. Extractor ideal para extracci&oacute;n de aire.,http://siembratienda.com/2394-large_default/extractor-tt-150-smart-dual-405520m3h-cornwall.jpg,Cornwall Electronics;Control de Clima;Ventilación y Extracción;
32,1,Extractor Centrifugo VK Plástico (Ø100-250m3/H)  - Cornwall Electronics,"62000,000",1,EXTRAC175,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Liberarte de los olores molestos para los que estén a tu alrededor ya no será un problema, para ello existe el extractor tubular vk100 mm ideal para el desarraigo del cultivo. Este artículo está diseñado especialmente para succionar el humo por el centro del e incitándolo a su salida determinada sin expulsar olores desagradables a tu alrededor.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Liberarte de los olores molestos para los que estén a tu alrededor ya no será un problema, para ello existe el extractor tubular vk100 mm ideal para el desarraigo del cultivo. Este artículo está diseñado especialmente para succionar el humo por el centro del e incitándolo a su salida determinada sin expulsar olores desagradables a tu alrededor.</div>","Liberarte de los olores molestos para los que estén a tu alrededor ya no será un problema, para ello existe el extractor tubular vk100 mm ideal para el desarraigo del cultivo. Este artículo está diseñado especialmente para succionar el humo por el centro del e incitándolo a su salida determinada sin expulsar olores desagradables a tu alrededor.",http://siembratienda.com/1444-large_default/extractor-centrifugo-vk-plastico-o100250m3hcornwall.jpg,Cornwall Electronics;Control de Clima;Ventilación y Extracción;
33,1,Extractor Centrifugo VK Plástico (Ø125-430m3/H)  - Cornwall Electronics,"65966,000",1,EXTRAC176,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Liberarte de los olores molestos para los que estén a tu alrededor ya no será un problema, para ello existe el extractor tubular vk125 mm ideal para el desarraigo del cultivo. Este artículo está diseñado especialmente para succionar el humo por el centro del e incitándolo a su salida determinada sin expulsar olores desagradables a tu alrededor.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Liberarte de los olores molestos para los que estén a tu alrededor ya no será un problema, para ello existe el extractor tubular vk125 mm ideal para el desarraigo del cultivo. Este artículo está diseñado especialmente para succionar el humo por el centro del e incitándolo a su salida determinada sin expulsar olores desagradables a tu alrededor.</div>","Liberarte de los olores molestos para los que estén a tu alrededor ya no será un problema, para ello existe el extractor tubular vk125 mm ideal para el desarraigo del cultivo. Este artículo está diseñado especialmente para succionar el humo por el centro del e incitándolo a su salida determinada sin expulsar olores desagradables a tu alrededor.",http://siembratienda.com/1445-large_default/extractor-centrifugo-wk-plastico-o125430m3h-cornwall.jpg,Cornwall Electronics;Control de Clima;Ventilación y Extracción;
34,1,Ventilador Multifan (35W - 20cm)  - Cornwall Electronics,"22689,000",1,VENTIL177,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Ventilador Multifan Turbo 35W de bajo gasto Cornwall Electronics ayuda a la transformación del aire en los cultivo de interiores, suministrando una temperatura adecuada para nuestros cultivos de marihuana, lo cual hará que crezcan más fuertes. Características:  Las aspas que posee son sumamente resistentes y potentes, están hechas con materiales de gama alta. Cuenta con 3 velocidades. Un Control Manual. Posee una Sobremesa, la cual nos permite tenerlo tanto en el suelo como ser ubicado en un lugar alto, como la pared. Posee Inclinación regulable, lo cual hace que sea muy adaptable a cualquier entorno. Sus Medidas son de entre 28 x 27,5 x 12,5 cm</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Ventilador Multifan Turbo 35W de bajo gasto Cornwall Electronics ayuda a la transformación del aire en los cultivo de interiores, suministrando una temperatura adecuada para nuestros cultivos de marihuana, lo cual hará que crezcan más fuertes. Características:  Las aspas que posee son sumamente resistentes y potentes, están hechas con materiales de gama alta. Cuenta con 3 velocidades. Un Control Manual. Posee una Sobremesa, la cual nos permite tenerlo tanto en el suelo como ser ubicado en un lugar alto, como la pared. Posee Inclinación regulable, lo cual hace que sea muy adaptable a cualquier entorno. Sus Medidas son de entre 28 x 27,5 x 12,5 cm</div>",,http://siembratienda.com/359-large_default/ventilador-multifan-35w-20cm-cornwall-electronics.jpg,Cornwall Electronics;Control de Clima;Ventilación y Extracción;
35,1,Ventilador Pinza (15W - 15 cm)  - Cornwall Electronics,"10924,000",1,VENTIL178,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Ventilador fijo, regulación manual, con soporte y pinza.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Ventilador fijo, regulación manual, con soporte y pinza.</div>",,http://siembratienda.com/358-large_default/ventilador-pinza-15w-15-cm-cornwall-electronics.jpg,Cornwall Electronics;Control de Clima;Ventilación y Extracción;
36,1,Temporizador analógico  - Cornwall Electronics,"5546,000",1,TEMPOR179,Cornwall Electronics,100,"<div class=""rte"" itemprop=""description"">Controla el fotoperiodo de tus plantas o tu sistema de ventilación con este temporizador económico y fiable, muy fácil de usar para cualquier cultivador. Programa 24 horas, Programa 48 ON/OF, Precisión en su funcionamiento. Fracción mínima 15 min.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Controla el fotoperiodo de tus plantas o tu sistema de ventilación con este temporizador económico y fiable, muy fácil de usar para cualquier cultivador. Programa 24 horas, Programa 48 ON/OF, Precisión en su funcionamiento. Fracción mínima 15 min.</div>",,http://siembratienda.com/384-large_default/temporizador-analogico-cornwall.jpg,Cornwall Electronics;Temporizadores;Medición y Control;Herramientas y Accesorios;Medidores;
37,1,Carpa 120X120X200 - Cropbox,"114286,000",1,CARPA1181,Cropbox,100,"Si eres un experto en cultivos indoor, y tienes ganas de llevar tu cultivo al siguiente nivel y demostrar todos tus conocimientos, Cropbox tiene la carpa de tamaño grande con las medidas 120X120X200 CMS, para que saques el mayor provecho a tu cultivo.",," Si eres un experto en cultivos indoor, y tienes ganas de llevar tu cultivo al siguiente nivel y demostrar todos tus conocimientos, Cropbox tiene la carpa de tamaño grande con las medidas 120X120X200 CMS, para que saques el mayor provecho a tu cultivo.",https://astrogrowshop.cl/11062-medium_default/carpa-cropbox-120x120x200.jpg,Cultivo;Carpas;Kits;Kit 120;
38,1,Grinder Mars 4 Partes 55mm - Galaxy,"27900,000",1,GRINDE191,Galaxy,100,,,,https://astrogrowshop.cl/11755-medium_default/galaxy-grinder-mars-4-partes-55mm.jpg,Galaxy;Moledores;
39,1,LUMAXPRO BALASTRO DIGITAL 600W - Garden HighPro,"92437,000",1,LUMAXP192,Garden HighPro,100,"Los balastros digitales regulables LUMAXPRO son la solución de iluminación más avanzada para horticultura. Pequeño, compacto y completamente en silencio, estos balastros electrónicos pueden proporcionar un tensión de salida controlada precisa a la lámpara asegurando que se logren niveles óptimos de PAR....","<div class=""h5 text-uppercase index_title""><span>Descripción</span></div><div class=""product-description""><p  ><span  >Los balastros digitales regulables LUMAXPRO son la solución de iluminación más avanzada para horticultura. Pequeño, compacto y completamente en silencio, estos balastros electrónicos pueden proporcionar un tensión de salida controlada precisa a la lámpara asegurando que se logren niveles óptimos de PAR.</span></p> <p  ><span  >Potencia: dimiable (250w-600w)</span></p> <p  ><span  >Dimensiones: 28 cm x 11 cm x 7,5 cm</span></p> <p  ><span  >Peso: 2 kg</span></p></div>","Los balastros digitales regulables LUMAXPRO son la solución de iluminación más avanzada para horticultura. Pequeño, compacto y completamente en silenci...",https://notorious.cl/9722-large_default/garden-highpro-lumaxpro-balastro-digital-600w.jpg,Iluminación;Balastros;
40,1,HUMIPRO 4L  - Garden HighPro,"33613,000",1,HUMIPR193,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">HUMIDIFICADOR ESTÁNDAR<br>Panel digital de control LED<br>Doble boquilla de rotación 360º<br>4 litros de capacidad</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">HUMIDIFICADOR ESTÁNDAR<br>Panel digital de control LED<br>Doble boquilla de rotación 360º<br>4 litros de capacidad<br></div>",HUMIDIFICADOR EST&Aacute;NDARPanel digital de control LEDDoble boquilla de rotaci&oacute;n 360&ordm;4 litros de capacidad,http://siembratienda.com/2289-large_default/humipro-4l-garden-highpro.jpg,Control de Clima;Temperatura y Humedad;
41,1,PROFAN TT EXTRACTOR FAN 125 TT 125mm  - Garden HighPro,"41008,000",1,PROFAN198,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROFAN TT EXTRACTOR FAN<br>Super Power<br>100% copper engine / more efficient</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROFAN TT EXTRACTOR FAN<br>Super Power<br>100% copper engine / more efficient</div>",PROFAN TT EXTRACTOR FANSuper Power100% copper engine / more efficient,http://siembratienda.com/2343-large_default/profan-tt-extractor-fan-125-tt-125mm-garden-highpro.jpg,Control de Clima;Ventilación y Extracción;
42,1,CLIP FAN 25cm / 20w (EU) / OSCILLATING  - Garden HighPro,"19328,000",1,CLIPFA201,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">VENTILADOR PROFESIONAL DE CLIP OSCILANTE<br>Motor de CA de 20 W<br>2 velocidades + parada<br>Motor de cobre 100% para una vida útil más larga<br>Clip fuerte para mayor estabilidad</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">VENTILADOR PROFESIONAL DE CLIP OSCILANTE<br>Motor de CA de 20 W<br>2 velocidades + parada<br>Motor de cobre 100% para una vida útil más larga<br>Clip fuerte para mayor estabilidad</div>",,http://siembratienda.com/2333-large_default/clip-fan-25cm-20w-eu-oscillating-garden-highpro.jpg,Control de Clima;Ventilación y Extracción;
43,1,HPS MIXED BULBS 250w  - Garden HighPro,"11387,000",1,HPSMIX203,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">LAMPARAS DE SODIO PROFESIONAL<br>Espectro optimizado para la fotosíntesis<br>Funciona con balasto electromagnético y<br>balastros digitales</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">LAMPARAS DE SODIO PROFESIONAL<br>Espectro optimizado para la fotosíntesis<br>Funciona con balasto electromagnético y<br>balastros digitales</div>",,http://siembratienda.com/2325-large_default/hps-mixed-bulbs-250w-garden-highpro.jpg,Ampolletas;Iluminación;
44,1,HPS MIXED BULBS 400w  - Garden HighPro,"12605,000",1,HPSMIX204,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">LAMPARAS DE SODIO PROFESIONAL<br>Espectro optimizado para la fotosíntesis<br>Funciona con balasto electromagnético y<br>balastros digitales</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">LAMPARAS DE SODIO PROFESIONAL<br>Espectro optimizado para la fotosíntesis<br>Funciona con balasto electromagnético y<br>balastros digitales</div>",,http://siembratienda.com/2327-large_default/hps-mixed-bulbs-400w-garden-highpro.jpg,Ampolletas;Iluminación;
45,1,PROTUBE 125 L (no cable)  - Garden HighPro,"33109,000",1,PROTUB205,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">REFLECTOR DE COUBTUBO PROTUBE<br>Aluminio marcado con tecnología Pearl Adaptador de bombilla de<br>aluminio convencional Prime<br>E-40<br>Caja de conexión de cable segura<br>Adaptada para bombillas HPS de 400W - 600W</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">REFLECTOR DE COUBTUBO PROTUBE<br>Aluminio marcado con tecnología Pearl Adaptador de bombilla de<br>aluminio convencional Prime<br>E-40<br>Caja de conexión de cable segura<br>Adaptada para bombillas HPS de 400W - 600W</div>",,http://siembratienda.com/2309-large_default/protube-125-l-no-cable-garden-highpro.jpg,Reflectores;Iluminación;
46,1,Protube 150L (no cable)  - Garden HighPro,"33109,000",1,PROTUB208,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">Description<br>Reflector de diseño tubular que ofrece la máxima reflexión, aprovechando toda la luz ofrecida por la bombilla, gracias a unas alas de aluminio estucado.<br>El cristal que cierra el cilindro es térmico, grueso y muy resistente, y la caja de conexiones es completamente estanca, protegiendo las conexiones ante salpicaduras y humedades.<br>Reduce la temperatura de tu cultivo en hasta 4ºC. Incluye cable Plug and Play.</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">Description<br>Reflector de diseño tubular que ofrece la máxima reflexión, aprovechando toda la luz ofrecida por la bombilla, gracias a unas alas de aluminio estucado.<br>El cristal que cierra el cilindro es térmico, grueso y muy resistente, y la caja de conexiones es completamente estanca, protegiendo las conexiones ante salpicaduras y humedades.<br>Reduce la temperatura de tu cultivo en hasta 4ºC. Incluye cable Plug and Play.</div>",,http://siembratienda.com/2311-large_default/protube-150l-no-cable-garden-highpro.jpg,Reflectores;Iluminación;
47,1,PROTUBE 125 M (no cable)  - Garden HighPro,"23361,000",1,PROTUB209,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">REFLECTOR DE COUBTUBO PROTUBE<br>Aluminio marcado con tecnología Pearl Adaptador de bombilla de<br>aluminio convencional Prime<br>E-40<br>Caja de conexión de cable segura<br>Adaptada para bombillas HPS de 400W - 600W</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">REFLECTOR DE COUBTUBO PROTUBE<br>Aluminio marcado con tecnología Pearl Adaptador de bombilla de<br>aluminio convencional Prime<br>E-40<br>Caja de conexión de cable segura<br>Adaptada para bombillas HPS de 400W - 600W</div>",,http://siembratienda.com/2307-large_default/protube-125-m-no-cable-garden-highpro.jpg,Reflectores;Iluminación;
48,1,PROCUFS (pairs)  - Garden HighPro,"5462,000",1,PROCUF212,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROCESO COMPLEMENTO DE RAQUETA<br>Se adapta a todo tipo de tubos de hasta 5 cm de diámetro<br>Capacidad de suspensión ultra fuerte de hasta 84 kg / par<br>Ideal para asegurar reflectores pesados ??y filtros de carbón</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROCESO COMPLEMENTO DE RAQUETA<br>Se adapta a todo tipo de tubos de hasta 5 cm de diámetro<br>Capacidad de suspensión ultra fuerte de hasta 84 kg / par<br>Ideal para asegurar reflectores pesados ??y filtros de carbón</div>",,http://siembratienda.com/2269-large_default/procufs-pairs-garden-highpro.jpg,Cultivo;Accesorios para Cultivo;Poleas;Herramientas y Accesorios;
49,1,Lighthangers (pairs)  - Garden HighPro,"3782,000",1,LIGHTH213,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">POLEAS DE PLÁSTICO LIGERO<br>Más fácil de usar que las poleas convencionales.<br>Regulan al mínimo la altura.<br>Fijación de poleas de hasta 5 kg de capacidad.<br>Longitud de cable de 1,5 m (3,4 pies)</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">POLEAS DE PLÁSTICO LIGERO<br>Más fácil de usar que las poleas convencionales.<br>Regulan al mínimo la altura.<br>Fijación de poleas de hasta 5 kg de capacidad.<br>Longitud de cable de 1,5 m (3,4 pies)</div>",,http://siembratienda.com/2385-large_default/lighthangers-pairs-garden-highpro.jpg,Cultivo;Accesorios para Cultivo;Poleas;Herramientas y Accesorios;
50,1,PROCUT STRAIGHT BLADES  - Garden HighPro,"4622,000",1,PROCUT214,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">TIJERAS DE PODA PROCUT<br>100% inox y cuchillas extra afiladas<br>Disponibles versiones de cuchillas rectas y curvas<br>Especialmente diseñadas para un uso confortable</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">TIJERAS DE PODA PROCUT<br>100% inox y cuchillas extra afiladas<br>Disponibles versiones de cuchillas rectas y curvas<br>Especialmente diseñadas para un uso confortable</div>",,http://siembratienda.com/2271-large_default/procut-straight-blades-garden-highpro.jpg,Tijeras y Manicuradores;Herramientas y Accesorios;
51,1,Prohanger XL (pairs)  - Garden HighPro,"5462,000",1,PROHAN215,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROHANGER XL RATCHET CARABINER XL<br>Poleas fuertes y ultra resistentes Mosquetones<br>XL que se ajustan a la estructura<br>Fijación de poleas de hasta 48 kg de capacidad<br>Longitud de cable de 1,5 m (4,3 pies)</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROHANGER XL RATCHET CARABINER XL<br>Poleas fuertes y ultra resistentes Mosquetones<br>XL que se ajustan a la estructura<br>Fijación de poleas de hasta 48 kg de capacidad<br>Longitud de cable de 1,5 m (4,3 pies)</div>",,http://siembratienda.com/2386-large_default/prohanger-xl-pairs-garden-highpro.jpg,Cultivo;Accesorios para Cultivo;Poleas;Herramientas y Accesorios;
52,1,Malla Secado PRODRY VI 75cm - 6 REMOVABLE LEVELS  - Garden HighPro,"23529,000",1,PRODRY217,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">SISTEMA DE SECADO PRIME PRODRY<br>Red de secado con rejillas extraíbles<br>Banda estabilizadora que conecta cada rejilla<br>Clips fuertes para una mayor duración<br>Tejido microperforado de alta calidad</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">SISTEMA DE SECADO PRIME PRODRY<br>Red de secado con rejillas extraíbles<br>Banda estabilizadora que conecta cada rejilla<br>Clips fuertes para una mayor duración<br>Tejido microperforado de alta calidad</div>",,http://siembratienda.com/2293-large_default/prodry-vi-75cm-6-removable-levels-garden-highpro.jpg,Cultivo;Accesorios para Cultivo;Varios;Herramientas y Accesorios;
53,1,PROPOT 11L (Sin mango)  - Garden HighPro,"2101,000",1,PROPOT218,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>",,http://siembratienda.com/2257-large_default/propot-11l-sin-mango-garden-highpro.jpg,Geotextiles;Macetas;Cultivo;
54,1,PROPOT 7L (Sin mango)  - Garden HighPro,"1681,000",1,PROPOT219,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>",,http://siembratienda.com/2255-large_default/propot-7l-sin-mango-garden-highpro.jpg,Geotextiles;Macetas;Cultivo;
55,1,PROPOT 15L (Con mango)  - Garden HighPro,"2521,000",1,PROPOT220,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>",,http://siembratienda.com/2259-large_default/propot-15l-con-mango-garden-highpro.jpg,Geotextiles;Macetas;Cultivo;
56,1,PROPOT 20L (Con mango)  - Garden HighPro,"2941,000",1,PROPOT222,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROPOTE LAS MAQUINAS DE TELA ACTIVAS<br><br>Cuadrado muy fuerte y reutilizable para optimizar el espacio de crecimiento<br>Ideal para cultivo interior y exterior<br>Las raíces pueden respirar correctamente</div>",,http://siembratienda.com/2261-large_default/propot-20l-con-mango-garden-highpro.jpg,Geotextiles;Macetas;Cultivo;
57,1,PROHYGRO - HYGROTHERMO BASIC  - Garden HighPro,"7899,000",1,PROHYG223,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROHYGRO HYGROTHERMO BASIC<br>Termómetro interior con higrómetro<br>Precisión ± 1º C HR ± 5%<br>Rango higrómetro interior 25% HR a 90%<br>Rango de temperatura: 0º - 50º / 32º - 122º F</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROHYGRO HYGROTHERMO BASIC<br>Termómetro interior con higrómetro<br>Precisión ± 1º C HR ± 5%<br>Rango higrómetro interior 25% HR a 90%<br>Rango de temperatura: 0º - 50º / 32º - 122º F</div>",,http://siembratienda.com/2281-large_default/prohygro-hygrothermo-basic-ta138-cste14022511-garden-hi.jpg,Accesorios para Cultivo;Cultivo;Termohigrometros;Medición y Control;
58,1,PROHYGRO-HYGROTHERMO - Garden HighPro,"9664,000",1,PROHYG224,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">PROHYGRO HYGROTHERMO PRO<br>Termómetro interior con higrómetro<br>Componentes japoneses para mediciones precisas<br>Rango de higrómetro interior 25% HR a 90%<br>Rango de temperatura: 0º - 50º / 32º - 122º F</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">PROHYGRO HYGROTHERMO PRO<br>Termómetro interior con higrómetro<br>Componentes japoneses para mediciones precisas<br>Rango de higrómetro interior 25% HR a 90%<br>Rango de temperatura: 0º - 50º / 32º - 122º F</div>",,http://siembratienda.com/2285-large_default/prohygrohygrothermo-projapanese-componentsgree-garden-hig.jpg,Accesorios para Cultivo;Cultivo;Termohigrometros;Medición y Control;
59,1,PROBOX BASIC 80  - Garden HighPro,"69328,000",1,PROBOX226,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">VERSIÓN BÁSICA PROBOX 80<br>80 x 80 x 160 cm<br>Tejido resistente y resistente Nylon 420D<br>Estructura patentada, resistente y estable<br>Reflexión de mylar de primera calidad 97%<br>Certificada para plantas de mylar amigable<br>Cremalleras resistentes y a prueba de luz Zócalos de<br>tela doblada y suave</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">VERSIÓN BÁSICA PROBOX 80<br>80 x 80 x 160 cm<br>Tejido resistente y resistente Nylon 420D<br>Estructura patentada, resistente y estable<br>Reflexión de mylar de primera calidad 97%<br>Certificada para plantas de mylar amigable<br>Cremalleras resistentes y a prueba de luz Zócalos de<br>tela doblada y suave</div>",,http://siembratienda.com/2235-large_default/probox-basic-80-garden-highpro.jpg,Carpas;Cultivo;
60,1,PROBOX BASIC 120  - Garden HighPro,"100840,000",1,PROBOX228,Garden HighPro,100,"<div class=""rte"" itemprop=""description"">VERSIÓN BÁSICA PROBOX 120<br>120 x 120 x 200 cm<br>Tejido resistente y resistente Nylon 420D<br>Estructura patentada, resistente y estable<br>Reflexión de mylar de primera calidad 97%<br>Certificada para plantas de mylar amigable<br>Cremalleras resistentes y a prueba de luz Zócalos de<br>tela doblada y suave</div>","<h3 class=""page-product-heading"">Más</h3><div class=""rte"">VERSIÓN BÁSICA PROBOX 120<br>120 x 120 x 200 cm<br>Tejido resistente y resistente Nylon 420D<br>Estructura patentada, resistente y estable<br>Reflexión de mylar de primera calidad 97%<br>Certificada para plantas de mylar amigable<br>Cremalleras resistentes y a prueba de luz Zócalos de<br>tela doblada y suave</div>",,http://siembratienda.com/2237-large_default/probox-basic-120-garden-highpro.jpg,Carpas;Cultivo;
